,quantity
5466,0.03
5467,0.03
5468,0.03
5469,0.03
5470,0.03
5471,0.03
5472,0.03
5473,0.04
5474,0.04
5475,0.04
5476,0.04
5477,0.04
5478,0.04
5479,0.04
5480,0.04
5481,0.04
5482,0.04
5483,0.04
5484,0.04
5485,0.04
5486,0.05
5487,0.05
5488,0.05
5489,0.05
5490,0.05
5491,0.05
5492,0.05
5493,0.05
5494,0.05
5495,0.05
5496,0.05
5497,0.05
5498,0.05
5499,0.06
5500,0.06
5501,0.06
5502,0.06
5503,0.06
5504,0.06
5505,0.06
5506,0.06
5507,0.06
5508,0.06
5509,0.06
5510,0.06
5511,0.06
5512,0.07
5513,0.07
5514,0.07
5515,0.07
5516,0.07
5517,0.07
5518,0.07
5519,0.07
5520,0.07
5521,0.07
5522,0.07
5523,0.07
5524,0.07
5525,0.08
5526,0.08
5527,0.08
5528,0.08
5529,0.08
5530,0.08
5531,0.08
5532,0.08
5533,0.08
5534,0.08
5535,0.08
5536,0.08
5537,0.08
5538,0.09
5539,0.09
5540,0.09
5541,0.09
5542,0.09
5543,0.09
5544,0.09
5545,0.09
5546,0.09
5547,0.09
5548,0.09
5549,0.09
5550,0.09
5551,0.1
5552,0.1
5553,0.1
5554,0.1
5555,0.1
5556,0.1
5557,0.1
5558,0.1
5559,0.1
5560,0.1
5561,0.1
5562,0.1
5563,0.1
5564,0.12
5565,0.12
5566,0.12
5567,0.12
5568,0.12
5569,0.12
5570,0.12
5571,0.12
5572,0.12
5573,0.12
5574,0.12
5575,0.12
5576,0.12
5577,0.01
5578,0.01
5579,0.01
5580,0.01
5581,0.01
5582,0.01
5583,0.01
5584,0.01
5585,0.01
5586,0.01
5587,0.01
5588,0.01
5589,0.01
5590,0.02
5591,0.02
5592,0.02
5593,0.02
5594,0.02
5595,0.02
5596,0.02
5597,0.02
5598,0.02
5599,0.02
5600,0.02
5601,0.02
5602,0.02
5603,0.03
5604,0.03
5605,0.03
5606,0.03
5607,0.03
5608,0.03
5609,0.03
5610,0.03
5611,0.03
5612,0.03
5613,0.03
5614,0.03
5615,0.03
5616,0.04
5617,0.04
5618,0.04
5619,0.04
5620,0.04
5621,0.04
5622,0.04
5623,0.04
5624,0.04
5625,0.04
5626,0.04
5627,0.04
5628,0.04
5629,0.05
5630,0.05
5631,0.05
5632,0.05
5633,0.05
5634,0.05
5635,0.05
5636,0.05
5637,0.05
5638,0.05
5639,0.05
5640,0.05
5641,0.05
5642,0.06
5643,0.06
5644,0.06
5645,0.06
5646,0.06
5647,0.06
5648,0.06
5649,0.06
5650,0.06
5651,0.06
5652,0.06
5653,0.06
5654,0.06
5655,0.07
5656,0.07
5657,0.07
5658,0.07
5659,0.07
5660,0.07
5661,0.07
5662,0.07
5663,0.07
5664,0.07
5665,0.07
5666,0.07
5667,0.07
5668,0.08
5669,0.08
5670,0.08
5671,0.08
5672,0.08
5673,0.08
5674,0.08
5675,0.08
5676,0.08
5677,0.08
5678,0.08
5679,0.08
5680,0.08
5681,0.09
5682,0.09
5683,0.09
5684,0.09
5685,0.09
5686,0.09
5687,0.09
5688,0.09
5689,0.09
5690,0.09
5691,0.09
5692,0.09
5693,0.09
5694,0.1
5695,0.1
5696,0.1
5697,0.1
5698,0.1
5699,0.1
5700,0.1
5701,0.1
5702,0.1
5703,0.1
5704,0.1
5705,0.1
5706,0.1
5707,0.12
5708,0.12
5709,0.12
5710,0.12
5711,0.12
5712,0.12
5713,0.12
5714,0.12
5715,0.12
5716,0.12
5717,0.12
5718,0.12
5719,0.12
5720,0.01
5721,0.01
5722,0.01
5723,0.01
5724,0.01
5725,0.01
5726,0.01
5727,0.01
5728,0.01
5729,0.01
5730,0.01
5731,0.01
5732,0.01
5733,0.02
5734,0.02
5735,0.02
5736,0.02
5737,0.02
5738,0.02
5739,0.02
5740,0.02
5741,0.02
5742,0.02
5743,0.02
5744,0.02
5745,0.02
5746,0.03
5747,0.03
5748,0.03
5749,0.03
5750,0.03
5751,0.03
5752,0.03
5753,0.03
5754,0.03
5755,0.03
5756,0.03
5757,0.03
5758,0.03
5759,0.04
5760,0.04
5761,0.04
5762,0.04
5763,0.04
5764,0.04
5765,0.04
5766,0.04
5767,0.04
5768,0.04
5769,0.04
5770,0.04
5771,0.04
5772,0.05
5773,0.05
5774,0.05
5775,0.05
5776,0.05
5777,0.05
5778,0.05
5779,0.05
5780,0.05
5781,0.05
5782,0.05
5783,0.05
5784,0.05
5785,0.06
5786,0.06
5787,0.06
5788,0.06
5789,0.06
5790,0.06
5791,0.06
5792,0.06
5793,0.06
5794,0.06
5795,0.06
5796,0.06
5797,0.06
5798,0.07
5799,0.07
5800,0.07
5801,0.07
5802,0.07
5803,0.07
5804,0.07
5805,0.07
5806,0.07
5807,0.07
5808,0.07
5809,0.07
5810,0.07
5811,0.08
5812,0.08
5813,0.08
5814,0.08
5815,0.08
5816,0.08
5817,0.08
5818,0.08
5819,0.08
5820,0.08
5821,0.08
5822,0.08
5823,0.08
5824,0.09
5825,0.09
5826,0.09
5827,0.09
5828,0.09
5829,0.09
5830,0.09
5831,0.09
5832,0.09
5833,0.09
5834,0.09
5835,0.09
5836,0.09
5837,0.1
5838,0.1
5839,0.1
5840,0.1
5841,0.1
5842,0.1
5843,0.1
5844,0.1
5845,0.1
5846,0.1
5847,0.1
5848,0.1
5849,0.1
5850,0.12
5851,0.12
5852,0.12
5853,0.12
5854,0.12
5855,0.12
5856,0.12
5857,0.12
5858,0.12
5859,0.12
5860,0.12
5861,0.12
5862,0.12
5863,0.01
5864,0.01
5865,0.01
5866,0.01
5867,0.01
5868,0.01
5869,0.01
5870,0.01
5871,0.01
5872,0.01
5873,0.01
5874,0.01
5875,0.01
5876,0.02
5877,0.02
5878,0.02
5879,0.02
5880,0.02
5881,0.02
5882,0.02
5883,0.02
5884,0.02
5885,0.02
5886,0.02
5887,0.02
5888,0.02
5889,0.03
5890,0.03
5891,0.03
5892,0.03
5893,0.03
5894,0.03
5895,0.03
5896,0.03
5897,0.03
5898,0.03
5899,0.03
5900,0.03
5901,0.03
5902,0.04
5903,0.04
5904,0.04
5905,0.04
5906,0.04
5907,0.04
5908,0.04
5909,0.04
5910,0.04
5911,0.04
5912,0.04
5913,0.04
5914,0.04
5915,0.05
5916,0.05
5917,0.05
5918,0.05
5919,0.05
5920,0.05
5921,0.05
5922,0.05
5923,0.05
5924,0.05
5925,0.05
5926,0.05
5927,0.05
5928,0.06
5929,0.06
5930,0.06
5931,0.06
5932,0.06
5933,0.06
5934,0.06
5935,0.06
5936,0.06
5937,0.06
5938,0.06
5939,0.06
5940,0.06
5941,0.07
5942,0.07
5943,0.07
5944,0.07
5945,0.07
5946,0.07
5947,0.07
5948,0.07
5949,0.07
5950,0.07
5951,0.07
5952,0.07
5953,0.07
5954,0.08
5955,0.08
5956,0.08
5957,0.08
5958,0.08
5959,0.08
5960,0.08
5961,0.08
5962,0.08
5963,0.08
5964,0.08
5965,0.08
5966,0.08
5967,0.09
5968,0.09
5969,0.09
5970,0.09
5971,0.09
5972,0.09
5973,0.09
5974,0.09
5975,0.09
5976,0.09
5977,0.09
5978,0.09
5979,0.09
5980,0.1
5981,0.1
5982,0.1
5983,0.1
5984,0.1
5985,0.1
5986,0.1
5987,0.1
5988,0.1
5989,0.1
5990,0.1
5991,0.1
5992,0.1
5993,0.12
5994,0.12
5995,0.12
5996,0.12
5997,0.12
5998,0.12
5999,0.12
6000,0.12
6001,0.12
6002,0.12
6003,0.12
6004,0.12
6005,0.12
6006,0.01
6007,0.01
6008,0.01
6009,0.01
6010,0.01
6011,0.01
6012,0.01
6013,0.01
6014,0.01
6015,0.01
6016,0.01
6017,0.01
6018,0.01
6019,0.02
6020,0.02
6021,0.02
6022,0.02
6023,0.02
6024,0.02
6025,0.02
6026,0.02
6027,0.02
6028,0.02
6029,0.02
6030,0.02
6031,0.02
6032,0.03
6033,0.03
6034,0.03
6035,0.03
6036,0.03
6037,0.03
6038,0.03
6039,0.03
6040,0.03
6041,0.03
6042,0.03
6043,0.03
6044,0.03
6045,0.04
6046,0.04
6047,0.04
6048,0.04
6049,0.04
6050,0.04
6051,0.04
6052,0.04
6053,0.04
6054,0.04
6055,0.04
6056,0.04
6057,0.04
6058,0.05
6059,0.05
6060,0.05
6061,0.05
6062,0.05
6063,0.05
6064,0.05
6065,0.05
6066,0.05
6067,0.05
6068,0.05
6069,0.05
6070,0.05
6071,0.06
6072,0.06
6073,0.06
6074,0.06
6075,0.06
6076,0.06
6077,0.06
6078,0.06
6079,0.06
6080,0.06
6081,0.06
6082,0.06
6083,0.06
6084,0.07
6085,0.07
6086,0.07
6087,0.07
6088,0.07
6089,0.07
6090,0.07
6091,0.07
6092,0.07
6093,0.07
6094,0.07
6095,0.07
6096,0.07
6097,0.08
6098,0.08
6099,0.08
6100,0.08
6101,0.08
6102,0.08
6103,0.08
6104,0.08
6105,0.08
6106,0.08
6107,0.08
6108,0.08
6109,0.08
6110,0.09
6111,0.09
6112,0.09
6113,0.09
6114,0.09
6115,0.09
6116,0.09
6117,0.09
6118,0.09
6119,0.09
6120,0.09
6121,0.09
6122,0.09
6123,0.1
6124,0.1
6125,0.1
6126,0.1
6127,0.1
6128,0.1
6129,0.1
6130,0.1
6131,0.1
6132,0.1
6133,0.1
6134,0.1
6135,0.1
6136,0.12
6137,0.12
6138,0.12
6139,0.12
6140,0.12
6141,0.12
6142,0.12
6143,0.12
6144,0.12
6145,0.12
6146,0.12
6147,0.12
6148,0.12
6149,0.01
6150,0.01
6151,0.01
6152,0.01
6153,0.01
6154,0.01
6155,0.01
6156,0.01
6157,0.01
6158,0.01
6159,0.01
6160,0.01
6161,0.01
6162,0.02
6163,0.02
6164,0.02
6165,0.02
6166,0.02
6167,0.02
6168,0.02
6169,0.02
6170,0.02
6171,0.02
6172,0.02
6173,0.02
6174,0.02
6175,0.03
6176,0.03
6177,0.03
6178,0.03
6179,0.03
6180,0.03
6181,0.03
6182,0.03
6183,0.03
6184,0.03
6185,0.03
6186,0.03
6187,0.03
6188,0.04
6189,0.04
6190,0.04
6191,0.04
6192,0.04
6193,0.04
6194,0.04
6195,0.04
6196,0.04
6197,0.04
6198,0.04
6199,0.04
6200,0.04
6201,0.05
6202,0.05
6203,0.05
6204,0.05
6205,0.05
6206,0.05
6207,0.05
6208,0.05
6209,0.05
6210,0.05
6211,0.05
6212,0.05
6213,0.05
6214,0.06
6215,0.06
6216,0.06
6217,0.06
6218,0.06
6219,0.06
6220,0.06
6221,0.06
6222,0.06
6223,0.06
6224,0.06
6225,0.06
6226,0.06
6227,0.07
6228,0.07
6229,0.07
6230,0.07
6231,0.07
6232,0.07
6233,0.07
6234,0.07
6235,0.07
6236,0.07
6237,0.07
6238,0.07
6239,0.07
6240,0.08
6241,0.08
6242,0.08
6243,0.08
6244,0.08
6245,0.08
6246,0.08
6247,0.08
6248,0.08
6249,0.08
6250,0.08
6251,0.08
6252,0.08
6253,0.09
6254,0.09
6255,0.09
6256,0.09
6257,0.09
6258,0.09
6259,0.09
6260,0.09
6261,0.09
6262,0.09
6263,0.09
6264,0.09
6265,0.09
6266,0.1
6267,0.1
6268,0.1
6269,0.1
6270,0.1
6271,0.1
6272,0.1
6273,0.1
6274,0.1
6275,0.1
6276,0.1
6277,0.1
6278,0.1
6279,0.12
6280,0.12
6281,0.12
6282,0.12
6283,0.12
6284,0.12
6285,0.12
6286,0.12
6287,0.12
6288,0.12
6289,0.12
6290,0.12
6291,0.12
6292,0.01
6293,0.01
6294,0.01
6295,0.01
6296,0.01
6297,0.01
6298,0.01
6299,0.01
6300,0.01
6301,0.01
6302,0.01
6303,0.01
6304,0.01
6305,0.02
6306,0.02
6307,0.02
6308,0.02
6309,0.02
6310,0.02
6311,0.02
6312,0.02
6313,0.02
6314,0.02
6315,0.02
6316,0.02
6317,0.02
6318,0.03
6319,0.03
6320,0.03
6321,0.03
6322,0.03
6323,0.03
6324,0.03
6325,0.03
6326,0.03
6327,0.03
6328,0.03
6329,0.03
6330,0.03
6331,0.04
6332,0.04
6333,0.04
6334,0.04
6335,0.04
6336,0.04
6337,0.04
6338,0.04
6339,0.04
6340,0.04
6341,0.04
6342,0.04
6343,0.04
6344,0.05
6345,0.05
6346,0.05
6347,0.05
6348,0.05
6349,0.05
6350,0.05
6351,0.05
6352,0.05
6353,0.05
6354,0.05
6355,0.05
6356,0.05
6357,0.06
6358,0.06
6359,0.06
6360,0.06
6361,0.06
6362,0.06
6363,0.06
6364,0.06
6365,0.06
6366,0.06
6367,0.06
6368,0.06
6369,0.06
6370,0.07
6371,0.07
6372,0.07
6373,0.07
6374,0.07
6375,0.07
6376,0.07
6377,0.07
6378,0.07
6379,0.07
6380,0.07
6381,0.07
6382,0.07
6383,0.08
6384,0.08
6385,0.08
6386,0.08
6387,0.08
6388,0.08
6389,0.08
6390,0.08
6391,0.08
6392,0.08
6393,0.08
6394,0.08
6395,0.08
6396,0.09
6397,0.09
6398,0.09
6399,0.09
6400,0.09
6401,0.09
6402,0.09
6403,0.09
6404,0.09
6405,0.09
6406,0.09
6407,0.09
6408,0.09
6409,0.1
6410,0.1
6411,0.1
6412,0.1
6413,0.1
6414,0.1
6415,0.1
6416,0.1
6417,0.1
6418,0.1
6419,0.1
6420,0.1
6421,0.1
6422,0.12
6423,0.12
6424,0.12
6425,0.12
6426,0.12
6427,0.12
6428,0.12
6429,0.12
6430,0.12
6431,0.12
6432,0.12
6433,0.12
6434,0.12
6435,0.01
6436,0.01
6437,0.01
6438,0.01
6439,0.01
6440,0.01
6441,0.01
6442,0.01
6443,0.01
6444,0.01
6445,0.01
6446,0.01
6447,0.01
6448,0.02
6449,0.02
6450,0.02
6451,0.02
6452,0.02
6453,0.02
6454,0.02
6455,0.02
6456,0.02
6457,0.02
6458,0.02
6459,0.02
6460,0.02
6461,0.03
6462,0.03
6463,0.03
6464,0.03
6465,0.03
6466,0.03
6467,0.03
6468,0.03
6469,0.03
6470,0.03
6471,0.03
6472,0.03
6473,0.03
6474,0.04
6475,0.04
6476,0.04
6477,0.04
6478,0.04
6479,0.04
6480,0.04
6481,0.04
6482,0.04
6483,0.04
6484,0.04
6485,0.04
6486,0.04
6487,0.05
6488,0.05
6489,0.05
6490,0.05
6491,0.05
6492,0.05
6493,0.05
6494,0.05
6495,0.05
6496,0.05
6497,0.05
6498,0.05
6499,0.05
6500,0.06
6501,0.06
6502,0.06
6503,0.06
6504,0.06
6505,0.06
6506,0.06
6507,0.06
6508,0.06
6509,0.06
6510,0.06
6511,0.06
6512,0.06
6513,0.07
6514,0.07
6515,0.07
6516,0.07
6517,0.07
6518,0.07
6519,0.07
6520,0.07
6521,0.07
6522,0.07
6523,0.07
6524,0.07
6525,0.07
6526,0.08
6527,0.08
6528,0.08
6529,0.08
6530,0.08
6531,0.08
6532,0.08
6533,0.08
6534,0.08
6535,0.08
6536,0.08
6537,0.08
6538,0.08
6539,0.09
6540,0.09
6541,0.09
6542,0.09
6543,0.09
6544,0.09
6545,0.09
6546,0.09
6547,0.09
6548,0.09
6549,0.09
6550,0.09
6551,0.09
6552,0.1
6553,0.1
6554,0.1
6555,0.1
6556,0.1
6557,0.1
6558,0.1
6559,0.1
6560,0.1
6561,0.1
6562,0.1
6563,0.1
6564,0.1
6565,0.12
6566,0.12
6567,0.12
6568,0.12
6569,0.12
6570,0.12
6571,0.12
6572,0.12
6573,0.12
6574,0.12
6575,0.12
6576,0.12
6577,0.12
6578,0.01
6579,0.01
6580,0.01
6581,0.01
6582,0.01
6583,0.01
6584,0.01
6585,0.01
6586,0.01
6587,0.01
6588,0.01
6589,0.01
6590,0.01
6591,0.02
6592,0.02
6593,0.02
6594,0.02
6595,0.02
6596,0.02
6597,0.02
6598,0.02
6599,0.02
6600,0.02
6601,0.02
6602,0.02
6603,0.02
6604,0.03
6605,0.03
6606,0.03
6607,0.03
6608,0.03
6609,0.03
6610,0.03
6611,0.03
6612,0.03
6613,0.03
6614,0.03
6615,0.03
6616,0.03
6617,0.04
6618,0.04
6619,0.04
6620,0.04
6621,0.04
6622,0.04
6623,0.04
6624,0.04
6625,0.04
6626,0.04
6627,0.04
6628,0.04
6629,0.04
6630,0.05
6631,0.05
6632,0.05
6633,0.05
6634,0.05
6635,0.05
6636,0.05
6637,0.05
6638,0.05
6639,0.05
6640,0.05
6641,0.05
6642,0.05
6643,0.06
6644,0.06
6645,0.06
6646,0.06
6647,0.06
6648,0.06
6649,0.06
6650,0.06
6651,0.06
6652,0.06
6653,0.06
6654,0.06
6655,0.06
6656,0.07
6657,0.07
6658,0.07
6659,0.07
6660,0.07
6661,0.07
6662,0.07
6663,0.07
6664,0.07
6665,0.07
6666,0.07
6667,0.07
6668,0.07
6669,0.08
6670,0.08
6671,0.08
6672,0.08
6673,0.08
6674,0.08
6675,0.08
6676,0.08
6677,0.08
6678,0.08
6679,0.08
6680,0.08
6681,0.08
6682,0.09
6683,0.09
6684,0.09
6685,0.09
6686,0.09
6687,0.09
6688,0.09
6689,0.09
6690,0.09
6691,0.09
6692,0.09
6693,0.09
6694,0.09
6695,0.1
6696,0.1
6697,0.1
6698,0.1
6699,0.1
6700,0.1
6701,0.1
6702,0.1
6703,0.1
6704,0.1
6705,0.1
6706,0.1
6707,0.1
6708,0.12
6709,0.12
6710,0.12
6711,0.12
6712,0.12
6713,0.12
6714,0.12
6715,0.12
6716,0.12
6717,0.12
6718,0.12
6719,0.12
6720,0.12
6721,0.01
6722,0.01
6723,0.01
6724,0.01
6725,0.01
6726,0.01
6727,0.01
6728,0.01
6729,0.01
6730,0.01
6731,0.01
6732,0.01
6733,0.01
6734,0.02
6735,0.02
6736,0.02
6737,0.02
6738,0.02
6739,0.02
6740,0.02
6741,0.02
6742,0.02
6743,0.02
6744,0.02
6745,0.02
6746,0.02
6747,0.03
6748,0.03
6749,0.03
6750,0.03
6751,0.03
6752,0.03
6753,0.03
6754,0.03
6755,0.03
6756,0.03
6757,0.03
6758,0.03
6759,0.03
6760,0.04
6761,0.04
6762,0.04
6763,0.04
6764,0.04
6765,0.04
6766,0.04
6767,0.04
6768,0.04
6769,0.04
6770,0.04
6771,0.04
6772,0.04
6773,0.05
6774,0.05
6775,0.05
6776,0.05
6777,0.05
6778,0.05
6779,0.05
6780,0.05
6781,0.05
6782,0.05
6783,0.05
6784,0.05
6785,0.05
6786,0.06
6787,0.06
6788,0.06
6789,0.06
6790,0.06
6791,0.06
6792,0.06
6793,0.06
6794,0.06
6795,0.06
6796,0.06
6797,0.06
6798,0.06
6799,0.07
6800,0.07
6801,0.07
6802,0.07
6803,0.07
6804,0.07
6805,0.07
6806,0.07
6807,0.07
6808,0.07
6809,0.07
6810,0.07
6811,0.07
6812,0.08
6813,0.08
6814,0.08
6815,0.08
6816,0.08
6817,0.08
6818,0.08
6819,0.08
6820,0.08
6821,0.08
6822,0.08
6823,0.08
6824,0.08
6825,0.09
6826,0.09
6827,0.09
6828,0.09
6829,0.09
6830,0.09
6831,0.09
6832,0.09
6833,0.09
6834,0.09
6835,0.09
6836,0.09
6837,0.09
6838,0.1
6839,0.1
6840,0.1
6841,0.1
6842,0.1
6843,0.1
6844,0.1
6845,0.1
6846,0.1
6847,0.1
6848,0.1
6849,0.1
6850,0.1
6851,0.12
6852,0.12
6853,0.12
6854,0.12
6855,0.12
6856,0.12
6857,0.12
6858,0.12
6859,0.12
6860,0.12
6861,0.12
6862,0.12
6863,0.12
6864,0.01
6865,0.01
6866,0.01
6867,0.01
6868,0.01
6869,0.01
6870,0.01
6871,0.01
6872,0.01
6873,0.01
6874,0.01
6875,0.01
6876,0.01
6877,0.02
6878,0.02
6879,0.02
6880,0.02
6881,0.02
6882,0.02
6883,0.02
6884,0.02
6885,0.02
6886,0.02
6887,0.02
6888,0.02
6889,0.02
6890,0.03
6891,0.03
6892,0.03
6893,0.03
6894,0.03
6895,0.03
6896,0.03
6897,0.03
6898,0.03
6899,0.03
6900,0.03
6901,0.03
6902,0.03
6903,0.04
6904,0.04
6905,0.04
6906,0.04
6907,0.04
6908,0.04
6909,0.04
6910,0.04
6911,0.04
6912,0.04
6913,0.04
6914,0.04
6915,0.04
6916,0.05
6917,0.05
6918,0.05
6919,0.05
6920,0.05
6921,0.05
6922,0.05
6923,0.05
6924,0.05
6925,0.05
6926,0.05
6927,0.05
6928,0.05
6929,0.06
6930,0.06
6931,0.06
6932,0.06
6933,0.06
6934,0.06
6935,0.06
6936,0.06
6937,0.06
6938,0.06
6939,0.06
6940,0.06
6941,0.06
6942,0.07
6943,0.07
6944,0.07
6945,0.07
6946,0.07
6947,0.07
6948,0.07
6949,0.07
6950,0.07
6951,0.07
6952,0.07
6953,0.07
6954,0.07
6955,0.08
6956,0.08
6957,0.08
6958,0.08
6959,0.08
6960,0.08
6961,0.08
6962,0.08
6963,0.08
6964,0.08
6965,0.08
6966,0.08
6967,0.08
6968,0.09
6969,0.09
6970,0.09
6971,0.09
6972,0.09
6973,0.09
6974,0.09
6975,0.09
6976,0.09
6977,0.09
6978,0.09
6979,0.09
6980,0.09
6981,0.1
6982,0.1
6983,0.1
6984,0.1
6985,0.1
6986,0.1
6987,0.1
6988,0.1
6989,0.1
6990,0.1
6991,0.1
6992,0.1
6993,0.1
6994,0.12
6995,0.12
6996,0.12
6997,0.12
6998,0.12
6999,0.12
7000,0.12
7001,0.12
7002,0.12
7003,0.12
7004,0.12
7005,0.12
7006,0.12
7007,0.01
7008,0.01
7009,0.01
7010,0.01
7011,0.01
7012,0.01
7013,0.01
7014,0.01
7015,0.01
7016,0.01
7017,0.01
7018,0.01
7019,0.01
7020,0.02
7021,0.02
7022,0.02
7023,0.02
7024,0.02
7025,0.02
7026,0.02
7027,0.02
7028,0.02
7029,0.02
7030,0.02
7031,0.02
7032,0.02
7033,0.03
7034,0.03
7035,0.03
7036,0.03
7037,0.03
7038,0.03
7039,0.03
7040,0.03
7041,0.03
7042,0.03
7043,0.03
7044,0.03
7045,0.03
7046,0.04
7047,0.04
7048,0.04
7049,0.04
7050,0.04
7051,0.04
7052,0.04
7053,0.04
7054,0.04
7055,0.04
7056,0.04
7057,0.04
7058,0.04
7059,0.05
7060,0.05
7061,0.05
7062,0.05
7063,0.05
7064,0.05
7065,0.05
7066,0.05
7067,0.05
7068,0.05
7069,0.05
7070,0.05
7071,0.05
7072,0.06
7073,0.06
7074,0.06
7075,0.06
7076,0.06
7077,0.06
7078,0.06
7079,0.06
7080,0.06
7081,0.06
7082,0.06
7083,0.06
7084,0.06
7085,0.07
7086,0.07
7087,0.07
7088,0.07
7089,0.07
7090,0.07
7091,0.07
7092,0.07
7093,0.07
7094,0.07
7095,0.07
7096,0.07
7097,0.07
7098,0.08
7099,0.08
7100,0.08
7101,0.08
7102,0.08
7103,0.08
7104,0.08
7105,0.08
7106,0.08
7107,0.08
7108,0.08
7109,0.08
7110,0.08
7111,0.09
7112,0.09
7113,0.09
7114,0.09
7115,0.09
7116,0.09
7117,0.09
7118,0.09
7119,0.09
7120,0.09
7121,0.09
7122,0.09
7123,0.09
7124,0.1
7125,0.1
7126,0.1
7127,0.1
7128,0.1
7129,0.1
7130,0.1
7131,0.1
7132,0.1
7133,0.1
7134,0.1
7135,0.1
7136,0.1
7137,0.12
7138,0.12
7139,0.12
7140,0.12
7141,0.12
7142,0.12
7143,0.12
7144,0.12
7145,0.12
7146,0.12
7147,0.12
7148,0.12
7149,0.12
7150,0.01
7151,0.01
7152,0.01
7153,0.01
7154,0.01
7155,0.01
7156,0.01
7157,0.01
7158,0.01
7159,0.01
7160,0.01
7161,0.01
7162,0.01
7163,0.02
7164,0.02
7165,0.02
7166,0.02
7167,0.02
7168,0.02
7169,0.02
7170,0.02
7171,0.02
7172,0.02
7173,0.02
7174,0.02
7175,0.02
7176,0.03
7177,0.03
7178,0.03
7179,0.03
7180,0.03
7181,0.03
7182,0.03
7183,0.03
7184,0.03
7185,0.03
7186,0.03
7187,0.03
7188,0.03
7189,0.04
7190,0.04
7191,0.04
7192,0.04
7193,0.04
7194,0.04
7195,0.04
7196,0.04
7197,0.04
7198,0.04
7199,0.04
7200,0.04
7201,0.04
7202,0.05
7203,0.05
7204,0.05
7205,0.05
7206,0.05
7207,0.05
7208,0.05
7209,0.05
7210,0.05
7211,0.05
7212,0.05
7213,0.05
7214,0.05
7215,0.06
7216,0.06
7217,0.06
7218,0.06
7219,0.06
7220,0.06
7221,0.06
7222,0.06
7223,0.06
7224,0.06
7225,0.06
7226,0.06
7227,0.06
7228,0.07
7229,0.07
7230,0.07
7231,0.07
7232,0.07
7233,0.07
7234,0.07
7235,0.07
7236,0.07
7237,0.07
7238,0.07
7239,0.07
7240,0.07
7241,0.08
7242,0.08
7243,0.08
7244,0.08
7245,0.08
7246,0.08
7247,0.08
7248,0.08
7249,0.08
7250,0.08
7251,0.08
7252,0.08
7253,0.08
7254,0.09
7255,0.09
7256,0.09
7257,0.09
7258,0.09
7259,0.09
7260,0.09
7261,0.09
7262,0.09
7263,0.09
7264,0.09
7265,0.09
7266,0.09
7267,0.1
7268,0.1
7269,0.1
7270,0.1
7271,0.1
7272,0.1
7273,0.1
7274,0.1
7275,0.1
7276,0.1
7277,0.1
7278,0.1
7279,0.1
7280,0.12
7281,0.12
7282,0.12
7283,0.12
7284,0.12
7285,0.12
7286,0.12
7287,0.12
7288,0.12
7289,0.12
7290,0.12
7291,0.12
7292,0.12
7293,0.01
7294,0.01
7295,0.01
7296,0.01
7297,0.01
7298,0.01
7299,0.01
7300,0.01
7301,0.01
7302,0.01
7303,0.01
7304,0.01
7305,0.01
7306,0.02
7307,0.02
7308,0.02
7309,0.02
7310,0.02
7311,0.02
7312,0.02
7313,0.02
7314,0.02
7315,0.02
7316,0.02
7317,0.02
7318,0.02
7319,0.03
7320,0.03
7321,0.03
7322,0.03
7323,0.03
7324,0.03
7325,0.03
7326,0.03
7327,0.03
7328,0.03
7329,0.03
7330,0.03
7331,0.03
7332,0.04
7333,0.04
7334,0.04
7335,0.04
7336,0.04
7337,0.04
7338,0.04
7339,0.04
7340,0.04
7341,0.04
7342,0.04
7343,0.04
7344,0.04
7345,0.05
7346,0.05
7347,0.05
7348,0.05
7349,0.05
7350,0.05
7351,0.05
7352,0.05
7353,0.05
7354,0.05
7355,0.05
7356,0.05
7357,0.05
7358,0.06
7359,0.06
7360,0.06
7361,0.06
7362,0.06
7363,0.06
7364,0.06
7365,0.06
7366,0.06
7367,0.06
7368,0.06
7369,0.06
7370,0.06
7371,0.07
7372,0.07
7373,0.07
7374,0.07
7375,0.07
7376,0.07
7377,0.07
7378,0.07
7379,0.07
7380,0.07
7381,0.07
7382,0.07
7383,0.07
7384,0.08
7385,0.08
7386,0.08
7387,0.08
7388,0.08
7389,0.08
7390,0.08
7391,0.08
7392,0.08
7393,0.08
7394,0.08
7395,0.08
7396,0.08
7397,0.09
7398,0.09
7399,0.09
7400,0.09
7401,0.09
7402,0.09
7403,0.09
7404,0.09
7405,0.09
7406,0.09
7407,0.09
7408,0.09
7409,0.09
7410,0.1
7411,0.1
7412,0.1
7413,0.1
7414,0.1
7415,0.1
7416,0.1
7417,0.1
7418,0.1
7419,0.1
7420,0.1
7421,0.1
7422,0.1
7423,0.12
7424,0.12
7425,0.12
7426,0.12
7427,0.12
7428,0.12
7429,0.12
7430,0.12
7431,0.12
7432,0.12
7433,0.12
7434,0.12
7435,0.12
7436,0.01
7437,0.01
7438,0.01
7439,0.01
7440,0.01
7441,0.01
7442,0.01
7443,0.01
7444,0.01
7445,0.01
7446,0.01
7447,0.01
7448,0.01
7449,0.02
7450,0.02
7451,0.02
7452,0.02
7453,0.02
7454,0.02
7455,0.02
7456,0.02
7457,0.02
7458,0.02
7459,0.02
7460,0.02
7461,0.02
7462,0.03
7463,0.03
7464,0.03
